Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
China Xinhua News,@XHNews,2024-10-08T07:58:13.000Z,True,"China will provide emergency humanitarian medical supplies to Lebanon at the request of the Lebanese government, a spokesperson of the China International Development Cooperation Agency (CIDCA) said Tuesday. #XinhuaNews",0,10,25,4.2K,['#XinhuaNews'],[],[],https://pbs.twimg.com/profile_images/1246686019241398274/swhowkA5_normal.jpg,https://x.com/XHNews/status/1843561523219681437,tweet_id:1843561523219681437
Tariq Nasheed,@tariqnasheed,2024-10-12T16:54:54.000Z,True,donald trump: Donald Trump in a stronger position than past campaigns: Is the 'Hidden Trump Vote' theory the reason? - The Economic Times,76,153,562,33K,[],[],[],https://pbs.twimg.com/profile_images/1769896491404165120/PwCU0UHJ_normal.jpg,https://x.com/tariqnasheed/status/1845146136727711978,tweet_id:1845146136727711978
World News Tonight,@ABCWorldNews,2024-10-16T01:00:21.000Z,True,"New tensions are sparking on the Korean Peninsula, after North Korea blew up roads and rail lines linking it to South Korea.  reports. https://trib.al/gYpodrz",12,17,23,6.2K,[],['@DavidMuir'],[],https://pbs.twimg.com/profile_images/1424776196940869634/F-kiM3On_normal.jpg,https://x.com/ABCWorldNews/status/1846355464809800075,tweet_id:1846355464809800075
ABC News,@ABC,2024-10-14T13:20:05.000Z,True,"Four people have died in a car crash in France after their Tesla vehicle reportedly hit a road sign and caught fire, police said Monday.",34,20,28,25K,[],[],[],https://pbs.twimg.com/profile_images/1605211963096801282/3flU1i5o_normal.jpg,https://x.com/ABC/status/1845816849679696313,tweet_id:1845816849679696313
The New Yorker,@NewYorker,2024-10-09T17:51:21.000Z,True,"For the first time, the International Criminal Court has concluded that an armed group specifically targeted women. What does this mean for the future of gender justice?",2,15,28,26K,[],[],[],https://pbs.twimg.com/profile_images/1226890596280885248/qdLQ8M7i_normal.png,https://x.com/NewYorker/status/1844073176818438173,tweet_id:1844073176818438173
AFP News Agency,@AFP,2024-10-11T11:50:00.000Z,True,"The displacement of hundreds of thousands of people in Lebanon is ""devastating"", a UN migration official has said, warning international support was falling short of the needs, amid intense Israeli bombing.",3,8,13,10K,[],[],[],https://pbs.twimg.com/profile_images/1665744339467640833/I0K_6tIf_normal.png,https://x.com/AFP/status/1844707016092389779,tweet_id:1844707016092389779
United Nations,@UN,2024-10-16T19:01:07.000Z,True,"Syria is facing an influx of people fleeing the escalating conflict in Lebanon.

Around 260,000 people have already entered into Syria, where nearly half the country’s population is already facing food insecurity.

Latest from . ",35,31,70,22K,[],['@WFP'],['\\u2b07\\ufe0f'],https://pbs.twimg.com/profile_images/1323749922005524485/LjJsuyU4_normal.jpg,https://x.com/UN/status/1846627451268747522,tweet_id:1846627451268747522
Greenpeace International,@Greenpeace,2024-10-10T09:30:02.000Z,True," louder for the polluters in the back! 

Scientists and experts have been saying this for years: we need to put an end to fossil fuel subsidies now!",4,24,55,4K,[],[],"['\\U0001f4e3', '\\U0001f4e3', '\\U0001f4e3']",https://pbs.twimg.com/profile_images/1675749167946432512/uSDy--SF_normal.jpg,https://x.com/Greenpeace/status/1844309403400638469,tweet_id:1844309403400638469
UN News,@UN_News_Centre,2024-10-09T19:11:45.000Z,True,"The blatant disregard for international humanitarian law, and a near total breakdown of civil order, is crippling the humanitarian response in #Gaza— Philippe Lazzarini,  Commissioner General to the Security Council, 9 Oct 24",59,195,280,12K,['#Gaza'],['@UNRWA'],[],https://pbs.twimg.com/profile_images/1166788017354432512/SO_UaxYd_normal.jpg,https://x.com/UN_News_Centre/status/1844093409834959048,tweet_id:1844093409834959048
Illustrated Daily News,@I_DailyNews,2024-10-15T05:22:50.000Z,True,"Breaking World News Today | Top Headlines | Global News Alert | Illustrated Daily NewsStay informed with Illustrated Daily News! Get today's top headlines, breaking news, and in-depth analysis on politics, business, and global events.
Subscribe to Illustrated Daily News for",0,0,0,25,[],[],[],https://pbs.twimg.com/profile_images/1830301440318799872/s7EnuvBJ_normal.jpg,https://x.com/I_DailyNews/status/1846059133595787735,tweet_id:1846059133595787735
Al Jazeera English,@AJEnglish,2024-10-16T19:07:36.000Z,True,"'Israel arbitrarily detains Palestinian children without charge or trial'

Number of Palestinian children held in Israeli administrative detention nearly quadrupled over the last year, says Defense for Children International-Palestine. LIVE updates: http://aje.io/23gri4",7,85,108,17K,[],[],['\\U0001f534'],https://pbs.twimg.com/profile_images/1818213127286087680/CtPVxlPF_normal.jpg,https://x.com/AJEnglish/status/1846629082643288151,tweet_id:1846629082643288151
نافذةُ على الأخبارِِ,@NEWSDailyArabic,2024-10-11T08:46:09.000Z,True,"Check this news update: 
|#WORLDNEWS | #IRAQ | #IRAN | #EU | #UK | #US | #UKRAINE | #RUSSIA | #CHINA | #JAPAN |",0,0,0,84,"['#WORLDNEWS', '#IRAQ', '#IRAN', '#EU', '#UK', '#US', '#UKRAINE', '#RUSSIA', '#CHINA', '#JAPAN']",[],[],https://pbs.twimg.com/profile_images/1836431835699531776/DGGcptze_normal.jpg,https://x.com/NEWSDailyArabic/status/1844660748137505139,tweet_id:1844660748137505139
UNITED24 Media,@United24media,2024-10-13T07:57:00.000Z,True," India has become the second-largest supplier of critical technologies to Russia, despite international sanctions aimed at limiting Moscow’s military capabilities.",14,178,322,11K,[],[],['\\u26a1\\ufe0f'],https://pbs.twimg.com/profile_images/1550895772195033092/mhj-eC-N_normal.jpg,https://x.com/United24media/status/1845373155512107160,tweet_id:1845373155512107160
Iran International English,@IranIntl_En,2024-10-11T11:24:33.000Z,True,"Hossein Daghighi, a top advisor to the IRGC's chief commander, said the Quds Force Commander Esmail Qaani's absence from public appearances reflected his ""focus on duty and responsibility."" The IRGC-affiliated Tasnim News Agency also denied reports of Qaani being under",5,30,67,8.9K,[],[],[],https://pbs.twimg.com/profile_images/1380467569275060225/Wa9zjOZI_normal.jpg,https://x.com/IranIntl_En/status/1844700610576150778,tweet_id:1844700610576150778
AFP News Agency,@AFP,2024-10-15T17:00:00.000Z,True,"Two giant pandas destined for the Washington zoo arrived in the United States from China, the latest in Beijing's campaign of international ""panda diplomacy.""https://u.afp.com/5zwM",2,10,31,21K,[],[],[],https://pbs.twimg.com/profile_images/1665744339467640833/I0K_6tIf_normal.png,https://x.com/AFP/status/1846234581919584568,tweet_id:1846234581919584568
Globe Eye News,@GlobeEyeNews,2024-10-11T11:25:52.000Z,True,"BREAKING:

Spain's Prime Minister Sanchez called on all countries to impose an international embargo on arms sales to Israel.",1K,19K,94K,1.9M,[],[],[],https://pbs.twimg.com/profile_images/1693932087798267904/euVdeaHb_normal.jpg,https://x.com/GlobeEyeNews/status/1844700941699662152,tweet_id:1844700941699662152
International Space Station,@Space_Station,2024-10-12T15:45:00.000Z,True,". and  are targeting no earlier than 7:05 am ET Sunday, Oct. 13, for the agency’s  #Crew8 mission to undock from the space station.",48,217,1.1K,91K,['#Crew8'],"['@NASA', '@SpaceX', '@SpaceX']",[],https://pbs.twimg.com/profile_images/1189945624583720960/k6MtoeIt_normal.jpg,https://x.com/Space_Station/status/1845128544172614035,tweet_id:1845128544172614035
Michael Rowland,@mjrowland68,2024-10-10T01:15:54.000Z,False,"'Is Israel complying with international law?

Well, the bombing of schools and the bombing of hospitals I think are not complying with international law.'

Education Minister  on News Breakfast this morning. ",484,502,1.8K,87K,[],"['@JasonClareMP', '@abcnews']",[],https://pbs.twimg.com/profile_images/1325092414894329856/FMLbDY1u_normal.jpg,https://x.com/mjrowland68/status/1844185052089024590,tweet_id:1844185052089024590
Steven Barrett,@SBarrettBar,2024-10-08T19:18:48.000Z,True,"It is a fundamental part of International Law 

That people have a right to what we call 'self determination' - the right to choose

Our Government is ignoring this

Like a Victorian twirling his handle-bar moustache - in 2024 ",13,184,455,5.4K,[],[],['\\U0001f610'],https://pbs.twimg.com/profile_images/1625545578896670741/AiEhxQDx_normal.jpg,https://x.com/SBarrettBar/status/1843732798202622216,tweet_id:1843732798202622216
BBC News (World),@BBCWorld,2024-10-12T09:57:49.000Z,True,'He could be the next great' - meet the 14-year-old international keeper,35,22,124,110K,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://x.com/BBCWorld/status/1845041174584643969,tweet_id:1845041174584643969
Perma Banned,@GiveMeBanHammer,2024-10-11T07:37:08.000Z,True,"So news broke out that Niconico Douga will be outright RESTRICTING some content to foreign users. 

The official statement reasoning is due to ""recent social conditions"" and ""international circumstances.

So basically, it means that due to American Payment processors like",18,94,600,10K,[],[],[],https://pbs.twimg.com/profile_images/1838160894939033600/RKqj4Xg1_normal.png,https://x.com/GiveMeBanHammer/status/1844643382821519683,tweet_id:1844643382821519683
Dubai Media Office,@DXBMediaOffice,2024-10-10T12:22:32.000Z,True,.  meets with delegates during International Programme for Government Directors.https://hamdan.ae/en-us/news/details?nid=4980…,4,9,65,3.7K,[],['@HamdanMohammed'],[],https://pbs.twimg.com/profile_images/1526475569885548546/wQzde3FB_normal.jpg,https://x.com/DXBMediaOffice/status/1844352814560206875,tweet_id:1844352814560206875
Arsen Ostrovsky,@Ostrov_A,2024-10-13T10:04:27.000Z,True,"Leading British barrister Lord Wolfson KC () writing in :

The sanctity of int'l law has been compromised to demonise Israel, with principles of the rules based order being eroded by those who see Hamas and Israel as morally equivalent.",8,44,87,8.8K,[],"['@DXW_KC', '@Telegraph']",[],https://pbs.twimg.com/profile_images/1812485683384082432/HjLinPGA_normal.jpg,https://x.com/Ostrov_A/status/1845405230923411488,tweet_id:1845405230923411488
Mr Pian Piano,@granmartello,2024-10-11T08:57:22.000Z,False,"Meglio uscire dalle tifoserie nostrane e leggere la stampa estera.

Molto meglio.",2,4,24,414,[],[],[],https://pbs.twimg.com/profile_images/1110921523337015297/G7t29gUg_normal.png,https://x.com/granmartello/status/1844663570795032983,tweet_id:1844663570795032983
Daily NEWS Global 24,@DailyGlobal_247,2024-10-14T14:06:10.000Z,False,"Check this news update: 
|#WORLDNEWS | #IRAQ | #IRAN | #EU | #UK | #US | #UKRAINE | #RUSSIA | #CHINA | #JAPAN |",0,0,0,61,"['#WORLDNEWS', '#IRAQ', '#IRAN', '#EU', '#UK', '#US', '#UKRAINE', '#RUSSIA', '#CHINA', '#JAPAN']",[],[],https://pbs.twimg.com/profile_images/1840681233249972224/mYKBFWtU_normal.jpg,https://x.com/DailyGlobal_247/status/1845828449526559105,tweet_id:1845828449526559105
GB News,@GBNEWS,2024-10-14T17:45:53.000Z,True,"‘It’s a shame the government has allowed their resentment of his remarks to overshadow the potential opportunities for involving him…’

Conservative Commentator  on Elon Musk’s exclusion from today’s International Investment Summit.  Freeview 236, Sky 512, Virgin",18,35,117,12K,[],['@AjcDeane'],['\\U0001f4fa'],https://pbs.twimg.com/profile_images/1571994202854100994/vYcqAgBG_normal.jpg,https://x.com/GBNEWS/status/1845883740276302305,tweet_id:1845883740276302305
Sky News,@SkyNews,2024-10-16T16:49:41.000Z,True,"""There's concern from the British and the Americans but other countries, as well.""International Affairs Editor  reacts after Israeli ambassador Danny Danon says that Hamas is to blame for Gaza aid issues, not Israel. https://trib.al/I1MA9sD Sky 501 and YT",5,5,12,22K,[],['@DominicWaghorn'],['\\U0001f4fa'],https://pbs.twimg.com/profile_images/1604907328242962433/P_79at43_normal.jpg,https://x.com/SkyNews/status/1846594373871419570,tweet_id:1846594373871419570
Amnesty International,@amnesty,2024-10-15T15:39:57.000Z,True,"forcing civilians to choose between starvation or displacement, while their homes and streets are pounded by bombs and shells.

There must be accountability for the devastation that has been waged against Palestinians in Gaza over the past year.",22,137,382,7.5K,[],[],[],https://pbs.twimg.com/profile_images/1103357372410617856/0V1h5QGq_normal.png,https://x.com/amnesty/status/1846214437432172960,tweet_id:1846214437432172960
All India Radio News,@airnewsalerts,2024-10-16T13:42:47.000Z,True,"#PresidentDroupadiMurmu reaches Mauritania  on the second leg of three African nation visit.

President of Mauritania Mohamed Ould Ghazouani receives her at the Nouakchott-Ountounsy International Airport on her arrival.  ",2,5,27,1.8K,['#PresidentDroupadiMurmu'],"['@rashtrapatibhvn', '@MEAIndia']",[],https://pbs.twimg.com/profile_images/1554332392952713216/n2eh2njK_normal.jpg,https://x.com/airnewsalerts/status/1846547340397596687,tweet_id:1846547340397596687
Caroline Farrow,@CF_Farrow,2024-10-16T17:31:23.000Z,True,"Another step in stopping international baby trafficking. 

Italy has taken the progressive step of banning overseas surrogacy. ",2,7,46,732,[],[],['\\U0001f389'],https://pbs.twimg.com/profile_images/1572142495852544000/N9KkjlRZ_normal.jpg,https://x.com/CF_Farrow/status/1846604869689606314,tweet_id:1846604869689606314
SRF News,@srfnews,2024-10-16T18:21:56.000Z,False,«Israels Krieg im Gazastreifen hat Züge eines Genozids angenommen»: Mit dieser Aussage lässt einer der weltweit führenden Holocaust-Forscher aufhorchen.,32,26,61,4.4K,[],[],[],https://pbs.twimg.com/profile_images/990930075070713856/qRueTsv9_normal.jpg,https://x.com/srfnews/status/1846617589318873519,tweet_id:1846617589318873519
Man United News,@ManUtdMEN,2024-10-16T10:55:00.000Z,True,Manchester United star Christian Eriksen stars in Denmark draw on international duty #mufc https://manchestereveningnews.co.uk/sport/football/football-news/erik-ten-hag-man-united-30152829…,18,7,66,7.2K,['#mufc'],[],[],https://pbs.twimg.com/profile_images/1045658874773229570/krncu7XV_normal.jpg,https://x.com/ManUtdMEN/status/1846505114313629696,tweet_id:1846505114313629696
نافذةُ على الأخبارِِ,@NEWSDailyArabic,2024-10-15T03:05:57.000Z,True,"Check this news update:
 |#WORLDNEWS | #IRAQ | #IRAN | #EU | #UK | #US | #UKRAINE | #RUSSIA | #CHINA | #JAPAN |",0,0,0,83,"['#WORLDNEWS', '#IRAQ', '#IRAN', '#EU', '#UK', '#US', '#UKRAINE', '#RUSSIA', '#CHINA', '#JAPAN']",[],[],https://pbs.twimg.com/profile_images/1836431835699531776/DGGcptze_normal.jpg,https://x.com/NEWSDailyArabic/status/1846024687224058099,tweet_id:1846024687224058099
DD News,@DDNewslive,2024-10-11T13:18:14.000Z,True,"#WATCH | An Indian Air Force (IAF) aircraft successfully touched down on its South runway of Navi Mumbai International Airport. 

The inaugural landing of the IAF C-295, a large multi-role tactical airlifter, represents a significant milestone in the Adani Group’s development of",1,10,44,3.2K,['#WATCH'],[],[],https://pbs.twimg.com/profile_images/1780230512629383168/2sNlQOTg_normal.jpg,https://x.com/DDNewslive/status/1844729221781823847,tweet_id:1844729221781823847
watson News,@watson_news,2024-10-13T09:29:12.000Z,False,USA: «Faschist durch und durch» – Ex-General Mark Milley warnt vor Donald Trump.,36,48,266,7.5K,[],[],[],https://pbs.twimg.com/profile_images/633012919010131968/y5CtQqjc_normal.jpg,https://x.com/watson_news/status/1845396360993927422,tweet_id:1845396360993927422
Can Yaman News International,@CanYamanNewsInt,2024-10-16T08:10:39.000Z,True,"| 7Corriere - Faces of the entertainment world, artistic and photography directors, actors and many Influencers walked the red carpet of ""Megalopolis"", the new film by Francis Ford Coppola, presented yesterday, October 14 at the Rome Film Festival. 

An elegant, mysterious",0,42,92,2.3K,[],[],"['\\U0001f1ee\\U0001f1f9', '\\U0001f5de\\ufe0f']",https://pbs.twimg.com/profile_images/1711962376877092864/nMBqa8OV_normal.jpg,https://x.com/CanYamanNewsInt/status/1846463753987994076,tweet_id:1846463753987994076
Economy of Pakistan,@Pakistanomy,2024-10-08T11:17:33.000Z,True,"The satisfaction of seeing our story picked up by news channels is unmatched!

On many occasions, international media outlets also rely on our inputs. Unfortunately, there are numerous topics that the Pakistani media is restricted from covering fully.",4,30,224,20K,[],[],[],https://pbs.twimg.com/profile_images/1473631487090208770/usWbtE6a_normal.jpg,https://x.com/Pakistanomy/status/1843611686240170195,tweet_id:1843611686240170195
Can Yaman News International,@CanYamanNewsInt,2024-10-08T13:55:57.000Z,True,"Deadline - Market In Focus: The Drama Sequels, Prequels, Originals & Remakes To Look Out For At MIA’s Greenlit Showcase

By Stewart Clarke

7 strong line up amongst which is #Sandokan which is a remake of the cult Italian pirate series produced by Lux Vide and Rai for the",3,48,99,4.6K,['#Sandokan'],[],['\\u2666\\ufe0f'],https://pbs.twimg.com/profile_images/1711962376877092864/nMBqa8OV_normal.jpg,https://x.com/CanYamanNewsInt/status/1843651551367151736,tweet_id:1843651551367151736
Naomi Canton,@naomi2009,2024-10-16T01:51:26.000Z,True,"https://timesofindia.indiatimes.com/world/uk/trudeau-seeks-support-from-old-ally-britain-pro-khalistan-sikhs-sense-opportunity/articleshow/114266018.cms…When the news broke of the India-Canada diplomatic crisis on Monday, the newly-formed Sikh Federation International was busy briefing 10 UK MPs and a peer on the ""transnational repression of Sikhs"" in a committee room in Parliament. 
The barrister",7,10,26,1.8K,[],[],[],https://pbs.twimg.com/profile_images/751356296176304129/p4YH5wdi_normal.jpg,https://x.com/naomi2009/status/1846368321651765419,tweet_id:1846368321651765419
WayneTech SPFX,@WayneTechSPFX,2024-10-09T02:06:24.000Z,True,"Black ops: Trump:#BREAKING Large police response seen at Chicago's Trump Tower

 A large police response was seen Tuesday night at Trump International Hotel & Tower on the Chicago River.

Chicago Police News Affairs said officers responded for a call for service at Trump Tower,",4,18,50,7.5K,['#BREAKING'],[],[],https://pbs.twimg.com/profile_images/1622852600453378048/2RYjv6xz_normal.jpg,https://x.com/WayneTechSPFX/status/1843835371596972105,tweet_id:1843835371596972105
News Arena India,@NewsArenaIndia,2024-10-15T06:15:56.000Z,True,PM Modi inaugurates International Telecommunication Union - World Telecommunication Standardization Assembly (WTSA) 2024 at Bharat Mandapam in Delhi.,0,55,406,8.9K,[],[],[],https://pbs.twimg.com/profile_images/1777294044990758914/7iCYIuO7_normal.jpg,https://x.com/NewsArenaIndia/status/1846072497617191092,tweet_id:1846072497617191092
Philstar.com,@PhilstarNews,2024-10-14T10:22:08.000Z,True,President Ferdinand Marcos Jr. remains resolute that the Philippines will not return to the International Criminal Court (ICC) despite the bombshell revelations naming alleged key players in the bloody war on drugs.,13,8,13,4.3K,[],[],[],https://pbs.twimg.com/profile_images/1680030555533094914/SYPGXvTB_normal.png,https://x.com/PhilstarNews/status/1845772066148221226,tweet_id:1845772066148221226
The Hindu,@the_hindu,2024-10-13T06:04:01.000Z,True,The National Investigation Agency has chargesheeted Pakistan-based Babbar Khalsa International  chief Wadhawa Singh  Babbar and five other alleged terrorists in the murder of Vishwa Hindu Parishad leader Vikas Prabhakar in Punjab this April.,2,4,16,5.2K,[],[],[],https://pbs.twimg.com/profile_images/1061900452311121920/jo7qrMTA_normal.jpg,https://x.com/the_hindu/status/1845344724606951535,tweet_id:1845344724606951535
Variety,@Variety,2024-10-08T22:00:08.000Z,True,Santa Barbara International Film Festival Plans New Film Center at Former Fiesta Five Location - Film News in Brief,1,2,11,10K,[],[],[],https://pbs.twimg.com/profile_images/1610752949550186496/X5zYP9oV_normal.jpg,https://x.com/Variety/status/1843773399614533992,tweet_id:1843773399614533992
DD News,@DDNewslive,2024-10-10T16:13:20.000Z,True,"#NewsFlash |  Special Cell recovers a consignment of cocaine from a closed shop in Ramesh Nagar. 

About 200 kg of drugs have been recovered, whose value in the international market is more than Rs 2,000 crore. This drug was kept in packets of namkeen: Delhi Police",1,15,45,4.6K,['#NewsFlash'],['@DelhiPolice'],[],https://pbs.twimg.com/profile_images/1780230512629383168/2sNlQOTg_normal.jpg,https://x.com/DDNewslive/status/1844410899970523232,tweet_id:1844410899970523232
The Hindu,@the_hindu,2024-10-14T03:22:39.000Z,True,"Music composer and singer #ARRahman endorsed U.S. Vice President and Democratic candidate #KamalaHarris for the White House, as he led a concert for her,  reports.",14,20,103,11K,"['#ARRahman', '#KamalaHarris']",['@slakster'],[],https://pbs.twimg.com/profile_images/1061900452311121920/jo7qrMTA_normal.jpg,https://x.com/the_hindu/status/1845666501778346339,tweet_id:1845666501778346339
ABC News,@ABC,2024-10-08T12:06:32.000Z,True,"A museum in the Netherlands has recovered an artwork that resembles two empty beer cans from the trash after a museum worker mistook it for litter and threw them in the garbage. 

Read more: https://trib.al/n5IbHcG",23,24,31,34K,[],[],[],https://pbs.twimg.com/profile_images/1605211963096801282/3flU1i5o_normal.jpg,https://x.com/ABC/status/1843624014700253611,tweet_id:1843624014700253611
CBS News,@CBSNews,2024-10-15T16:16:55.000Z,True,"Two pandas from China, Bao Li and Qing Bao, have landed at Dulles International Airport and will head toward the Smithsonian's National Zoo in Washington, D.C. where they will live. https://cbsnews.com/news/pandas-from-china-returning-national-zoo/…",58,42,133,30K,[],[],[],https://pbs.twimg.com/profile_images/1617634745348661249/6YmPYpNd_normal.jpg,https://x.com/CBSNews/status/1846223740343853496,tweet_id:1846223740343853496
Philstar.com,@PhilstarNews,2024-10-13T05:07:29.000Z,True,"Families of extrajudicial killing victims are turning to the International Criminal Court in their pursuit of justice, as filing cases in the country has proven to be difficult, a human rights lawyer said.",24,91,309,8.9K,[],[],[],https://pbs.twimg.com/profile_images/1680030555533094914/SYPGXvTB_normal.png,https://x.com/PhilstarNews/status/1845330495497961499,tweet_id:1845330495497961499
MFA Russia,@mfa_russia,2024-10-12T17:54:17.000Z,True," President #Putin to President  during bilateral meeting: Our relationship with Iran is a priority for us.

We are actively cooperating on the international arena & often share close assessments of the ongoing developments.http://tiny.cc/0b4qzz#RussiaIran",55,139,405,12K,"['#Putin', '#RussiaIran']",['@drpezeshkian'],"['\\U0001f399\\ufe0f', '\\U0001f4ac']",https://pbs.twimg.com/profile_images/1654936203840430084/FUCOS9-i_normal.jpg,https://x.com/mfa_russia/status/1845161079631966700,tweet_id:1845161079631966700
Gulf News,@gulf_news,2024-10-16T14:30:00.000Z,True,"Your face is your passport: How facial recognition is used at Abu Dhabi’s Zayed International Airport

Clear immigration checks in four to seven seconds with upgraded e-gates",0,4,6,1.3K,[],[],[],https://pbs.twimg.com/profile_images/1274589861308235776/Zbiu5Z5P_normal.jpg,https://x.com/gulf_news/status/1846559223519613276,tweet_id:1846559223519613276
Suhasini Haidar,@suhasinih,2024-10-15T19:32:24.000Z,True,Washington Post says HM Amit Shah and senior RA&W official authorised covert operations in Canada.  reports,178,289,496,77K,[],['@slakster'],[],https://pbs.twimg.com/profile_images/1491653114532827138/nM1d9VbL_normal.jpg,https://x.com/suhasinih/status/1846272937013526913,tweet_id:1846272937013526913
KTN News,@KTNNewsKE,2024-10-11T08:54:02.000Z,True,President William Ruto: We have a budget that will take us to March 2025. We have resources to ensure that our troops in Haiti have all they need till March. We are asking the international community to step up as the mission will go on till October 2025,21,21,137,48K,[],[],[],https://pbs.twimg.com/profile_images/1465264501419294723/BQ0nnrON_normal.jpg,https://x.com/KTNNewsKE/status/1844662732773048357,tweet_id:1844662732773048357
ABC News,@ABC,2024-10-16T03:48:53.000Z,True,"The United Nations has accused the government of Nicolas Maduro of committing crimes against humanity during its violent crackdown after fraudulent elections this summer.

Read more: https://trib.al/BEXM1gG",19,22,38,26K,[],[],[],https://pbs.twimg.com/profile_images/1605211963096801282/3flU1i5o_normal.jpg,https://x.com/ABC/status/1846397880476610699,tweet_id:1846397880476610699
ABC News,@ABC,2024-10-12T14:22:14.000Z,True,"Nihon Hidankyo, a Japanese anti-nuclear weapons group, has won the Nobel Peace Prize for its work toward the abolition of nuclear weapons.",15,22,81,28K,[],[],[],https://pbs.twimg.com/profile_images/1605211963096801282/3flU1i5o_normal.jpg,https://x.com/ABC/status/1845107713929367928,tweet_id:1845107713929367928
Toy News International,@ToyNewsInterna1,2024-10-09T13:14:35.000Z,False,"Jakks Pacific Walmart Exclusive Roo from Streets of Rage 3.75"" Wave 2 Figure http://dlvr.it/TF8s97",19,84,461,23K,[],[],[],https://pbs.twimg.com/profile_images/1072871807097716736/JnSpmIUD_normal.jpg,https://x.com/ToyNewsInterna1/status/1844003527804506450,tweet_id:1844003527804506450
SABC News,@SABCNews,2024-10-12T06:37:30.000Z,True,Fresh smoke plumes rose from Beirut’s southern suburbs at morning light on Saturday as hostilities between Israel and Lebanon continued to simmer and concerns of a destabilising Middle East worried the international community. https://tinyurl.com/s578kvmr,3,4,4,3.5K,[],[],[],https://pbs.twimg.com/profile_images/1778425134165917696/QCGA6Bke_normal.jpg,https://x.com/SABCNews/status/1844990759600071157,tweet_id:1844990759600071157
Nick Young,@nickofnz,2024-10-11T21:51:59.000Z,True,"Samoan authorities report that 200,000 litres of diesel has leaked from the Manawanui wreck so far.

The NZ Govt should be doing more to clean up this mess.",32,74,198,5.8K,[],[],[],https://pbs.twimg.com/profile_images/1512162081092816897/SDkiFysH_normal.jpg,https://x.com/nickofnz/status/1844858513039986706,tweet_id:1844858513039986706
Somoy TV,@somoytv,2024-10-13T15:33:09.000Z,True,"ই'স'রা'ই'ল'কে লেবাননে দ্রুত সামরিক অভিযান বন্ধ করে কূটনৈতিক সমাধানে এগিয়ে আসার আহ্বান জানিয়েছে যুক্তরাষ্ট্র।

বিস্তারিত : https://somoynews.tv/news/2024-10-13/M23JZVwE…#InternationalNews #news #somoytv",0,4,116,3K,"['#InternationalNews', '#news', '#somoytv']",[],[],https://pbs.twimg.com/profile_images/1382563547469676544/U70E7-PZ_normal.jpg,https://x.com/somoytv/status/1845487948357324844,tweet_id:1845487948357324844
World News Tonight,@ABCWorldNews,2024-10-09T17:16:49.000Z,True,"The Hamas-controlled Health Ministry in Gaza announced Wednesday that the Palestinian death toll in the strip since Oct. 7, 2023 has now passed 42,000.",5,1,11,3.4K,[],[],[],https://pbs.twimg.com/profile_images/1424776196940869634/F-kiM3On_normal.jpg,https://x.com/ABCWorldNews/status/1844064488967766419,tweet_id:1844064488967766419
SRF News,@srfnews,2024-10-16T09:45:29.000Z,False,Elon Musk ist zum Wahlhelfer für Donald Trump geworden. Er hat eine erstaunliche politische Veränderung durchgemacht.,29,6,27,6K,[],[],[],https://pbs.twimg.com/profile_images/990930075070713856/qRueTsv9_normal.jpg,https://x.com/srfnews/status/1846487619212849374,tweet_id:1846487619212849374
SNTV News,@sntvnews1,2024-10-09T16:58:58.000Z,True,"#PICTURES: President  was accorded a warm welcome at #Asmara International Airport on Wednesday.""",1,39,176,8.7K,"['#PICTURES', '#Asmara']",['@HassanSMohamud'],[],https://pbs.twimg.com/profile_images/1174362343171661824/OttLFL9P_normal.png,https://x.com/sntvnews1/status/1844059995920531797,tweet_id:1844059995920531797
Rebel News Canada,@RebelNews_CA,2024-10-08T01:40:43.000Z,True,"Most immigrants want the Trudeau government to impose stricter policies on international students, according to a recent poll.

READ MORE: https://rebelne.ws/4eS8ovp",5,13,31,6.2K,[],[],[],https://pbs.twimg.com/profile_images/1553067390002511873/QzJrZpY__normal.png,https://x.com/RebelNews_CA/status/1843466521185538279,tweet_id:1843466521185538279
watson News,@watson_news,2024-10-08T16:09:15.000Z,False,«Russland will Chaos auf Europas Strassen anrichten» – MI5-Chef spricht deutliche Warnung aus.,72,46,162,6.9K,[],[],[],https://pbs.twimg.com/profile_images/633012919010131968/y5CtQqjc_normal.jpg,https://x.com/watson_news/status/1843685096781500486,tweet_id:1843685096781500486
ABC News,@ABC,2024-10-14T03:59:03.000Z,True,"The average size of global wildlife populations has declined by 73% in 50 years, a new study by the World Wildlife Fund has found.",8,19,25,27K,[],[],[],https://pbs.twimg.com/profile_images/1605211963096801282/3flU1i5o_normal.jpg,https://x.com/ABC/status/1845675660125122900,tweet_id:1845675660125122900
